path,label,seriesuid
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.235364978775280910367690540811_249432_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.235364978775280910367690540811
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.188385286346390202873004762827_163949_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.188385286346390202873004762827
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.170706757615202213033480003264_125476_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.170706757615202213033480003264
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949_10866_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.226564372605239604660221582288_232499_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.226564372605239604660221582288
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.202464973819273687476049035824_189863_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.202464973819273687476049035824
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.128881800399702510818644205032_52434_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.128881800399702510818644205032
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.297433269262659217151107535012_346553_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.297433269262659217151107535012
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.837810280808122125183730411210_122705_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.837810280808122125183730411210
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.306948744223170422945185006551_366221_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.306948744223170422945185006551
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421_89408_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517_214530_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.150097650621090951325113116280_94604_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.150097650621090951325113116280
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.194766721609772924944646251928_175039_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.194766721609772924944646251928
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.286217539434358186648717203667_330532_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.286217539434358186648717203667
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.145759169833745025756371695397_87119_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.145759169833745025756371695397
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.120842785645314664964010792308_34798_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.120842785645314664964010792308
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.308153138776443962077214577161_368554_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.308153138776443962077214577161
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.116703382344406837243058680403_29536_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.116703382344406837243058680403
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474_102124_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.337005960787660957389988207064_415185_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.337005960787660957389988207064
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.152706273988004688708784163325_98007_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.152706273988004688708784163325
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.249450003033735700817635168066_273718_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.249450003033735700817635168066
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384_78537_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.226152078193253087875725735761_230811_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.226152078193253087875725735761
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004_175881_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301_169385_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.217589936421986638139451480826_215137_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.217589936421986638139451480826
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.199670099218798685977406484591_182814_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.199670099218798685977406484591
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.300271604576987336866436407488_354183_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.300271604576987336866436407488
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.324290109423920971676288828329_396355_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.324290109423920971676288828329
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.227968442353440630355230778531_236424_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.227968442353440630355230778531
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286_120724_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.243094273518213382155770295147_261426_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.243094273518213382155770295147
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.242761658169703141430370511586_260598_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.242761658169703141430370511586
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.283878926524838648426928238498_329244_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.283878926524838648426928238498
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.724562063158320418413995627171_97889_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.724562063158320418413995627171
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949_11165_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556_296981_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478_324438_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.101228986346984399347858840086_5519_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.101228986346984399347858840086
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217_7590_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.323426705628838942177546503237_392561_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.323426705628838942177546503237
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391_36023_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.194632613233275988184244485809_174344_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.194632613233275988184244485809
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.143412474064515942785157561636_81099_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.143412474064515942785157561636
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.204566802718283633558802774757_195734_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.204566802718283633558802774757
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748_158925_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952_163163_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.194488534645348916700259325236_174056_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.194488534645348916700259325236
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596_386726_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.238042459915048190592571019348_253019_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.238042459915048190592571019348
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375_12914_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477_100739_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.214800939017429618305208626314_209656_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.214800939017429618305208626314
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.297251044869095073091780740645_345826_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.297251044869095073091780740645
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.150097650621090951325113116280_94637_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.150097650621090951325113116280
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375_13064_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748_158718_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.171667800241622018839592854574_127277_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.171667800241622018839592854574
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.323899724653546164058849558431_395318_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.323899724653546164058849558431
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.297964221542942838344351735414_347459_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.297964221542942838344351735414
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600_119506_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.265775376735520890308424143898_298527_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.265775376735520890308424143898
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.212608679077007918190529579976_206989_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.212608679077007918190529579976
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464_45348_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.212608679077007918190529579976_206703_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.212608679077007918190529579976
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034_96514_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729_219105_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.338114620394879648539943280992_417446_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.338114620394879648539943280992
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.259018373683540453277752706262_289652_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.259018373683540453277752706262
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.170052181746004939527661217512_124687_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.170052181746004939527661217512
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.244590453955380448651329424024_263529_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.244590453955380448651329424024
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.119209873306155771318545953948_31850_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.119209873306155771318545953948
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.324567010179873305471925391582_396873_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.324567010179873305471925391582
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.269075535958871753309238331179_304594_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.269075535958871753309238331179
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874_431649_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.265133389948279331857097127422_296521_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.265133389948279331857097127422
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.245349763807614756148761326488_265344_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.245349763807614756148761326488
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474_102386_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.267957701183569638795986183786_301449_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.267957701183569638795986183786
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953_124473_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.248360766706804179966476685510_271014_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.248360766706804179966476685510
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444_132524_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739_123897_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.291539125579672469833850180824_337047_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.291539125579672469833850180824
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565_42212_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.262873069163227096134627700599_295130_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.262873069163227096134627700599
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860_78_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.152684536713461901635595118048_97237_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.152684536713461901635595118048
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464_45156_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.173931884906244951746140865701_133120_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.173931884906244951746140865701
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.252697338970999211181671881792_277820_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.252697338970999211181671881792
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.199069398344356765037879821616_180149_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.199069398344356765037879821616
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.179943248049071805421192715219_149901_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.179943248049071805421192715219
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.206539885154775002929031534291_199944_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.206539885154775002929031534291
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.362762275895885013176610377950_425869_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.362762275895885013176610377950
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.309955999522338651429118207446_372167_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.309955999522338651429118207446
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.301462380687644451483231621986_355540_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.301462380687644451483231621986
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547_66778_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.297964221542942838344351735414_347551_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.297964221542942838344351735414
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.184019785706727365023450012318_155285_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.184019785706727365023450012318
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.309955814083231537823157605135_371042_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.309955814083231537823157605135
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281_65861_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.226456162308124493341905600418_232310_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.226456162308124493341905600418
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.111258527162678142285870245028_20255_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.111258527162678142285870245028
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210_178235_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047_123648_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517_214715_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.266009527139315622265711325223_299646_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.266009527139315622265711325223
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.311236942972970815890902714604_374268_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.311236942972970815890902714604
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.338875090785618956575597613546_418565_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.338875090785618956575597613546
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982_215989_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387_115286_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.308153138776443962077214577161_368789_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.308153138776443962077214577161
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.299476369290630280560355838785_348702_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.299476369290630280560355838785
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.305887072264491016857673607285_362031_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.305887072264491016857673607285
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.173556680294801532247454313511_132568_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.173556680294801532247454313511
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.219618492426142913407827034169_221718_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.219618492426142913407827034169
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_21730_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.207341668080525761926965850679_200470_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.207341668080525761926965850679
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058_157432_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.132817748896065918417924920957_59227_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.132817748896065918417924920957
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.170706757615202213033480003264_125448_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.170706757615202213033480003264
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746_304267_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.196251645377731223510086726530_177549_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.196251645377731223510086726530
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.174907798609768549012640380786_136601_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.174907798609768549012640380786
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.303865116731361029078599241306_359436_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.303865116731361029078599241306
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.123654356399290048011621921476_41494_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.123654356399290048011621921476
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.292994770358625142596171316474_339352_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.292994770358625142596171316474
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929_112718_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343_25548_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.116492508532884962903000261147_29030_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.116492508532884962903000261147
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860_304840_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.323899724653546164058849558431_395311_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.323899724653546164058849558431
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.210426531621179400035178209430_202965_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.210426531621179400035178209430
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.320111824803959660037459294083_389399_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.320111824803959660037459294083
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742_207108_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.292057261351416339496913597985_338135_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.292057261351416339496913597985
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.324290109423920971676288828329_396160_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.324290109423920971676288828329
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.202283133206014258077705539227_189080_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.202283133206014258077705539227
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.139889514693390832525232698200_73998_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.139889514693390832525232698200
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074_207741_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.220205300714852483483213840572_222894_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.220205300714852483483213840572
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.247769845138587733933485039556_269262_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.247769845138587733933485039556
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.288701997968615460794642979503_334382_label1.npy,1,1.3.6.1.4.1.14519.5.2.1.6279.6001.288701997968615460794642979503
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032_131727_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032
patches_candidates\1.3.6.1.4.1.14519.5.2.1.6279.6001.125067060506283419853742462394_45659_label0.npy,0,1.3.6.1.4.1.14519.5.2.1.6279.6001.125067060506283419853742462394
